genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	tigs_xz_bytes	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
yeast	3	pseudosimplitigs	loc-greedy	HT	2	runs	32	37	35	2	1	na	na	na	92	72	164	92	16328000	0.48	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_2	yeast.S_pseudosimplitigs.k_3.d_2.M_runs
yeast	3	pseudosimplitigs	loc-greedy	HT	2	zeros	32	37	32	5	3	na	na	na	92	72	164	96	16328000	0.48	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_2	yeast.S_pseudosimplitigs.k_3.d_2.M_zeros
yeast	3	pseudosimplitigs	loc-greedy	HT	3	default	32	37	32	5	3	na	na	na	92	72	164	96	16264000	0.47	0.34	0	yeast.S_pseudosimplitigs.k_3.d_3	yeast.S_pseudosimplitigs.k_3.d_3.M_default
yeast	3	pseudosimplitigs	loc-greedy	HT	3	ones	32	37	35	2	1	na	na	na	92	72	164	92	16264000	0.47	0.34	0	yeast.S_pseudosimplitigs.k_3.d_3	yeast.S_pseudosimplitigs.k_3.d_3.M_ones
yeast	3	pseudosimplitigs	loc-greedy	HT	3	runs	32	37	35	2	1	na	na	na	92	72	164	92	16264000	0.47	0.34	0	yeast.S_pseudosimplitigs.k_3.d_3	yeast.S_pseudosimplitigs.k_3.d_3.M_runs
yeast	3	pseudosimplitigs	loc-greedy	HT	3	zeros	32	37	32	5	3	na	na	na	92	72	164	96	16264000	0.47	0.34	0	yeast.S_pseudosimplitigs.k_3.d_3	yeast.S_pseudosimplitigs.k_3.d_3.M_zeros
yeast	3	pseudosimplitigs	loc-greedy	HT	4	default	32	37	32	5	3	na	na	na	92	72	164	96	16244000	0.62	0.48	0	yeast.S_pseudosimplitigs.k_3.d_4	yeast.S_pseudosimplitigs.k_3.d_4.M_default
yeast	3	pseudosimplitigs	loc-greedy	HT	4	ones	32	37	35	2	1	na	na	na	92	72	164	92	16244000	0.62	0.48	0	yeast.S_pseudosimplitigs.k_3.d_4	yeast.S_pseudosimplitigs.k_3.d_4.M_ones
yeast	3	pseudosimplitigs	loc-greedy	HT	4	runs	32	37	35	2	1	na	na	na	92	72	164	92	16244000	0.62	0.48	0	yeast.S_pseudosimplitigs.k_3.d_4	yeast.S_pseudosimplitigs.k_3.d_4.M_runs
yeast	3	pseudosimplitigs	loc-greedy	HT	4	zeros	32	37	32	5	3	na	na	na	92	72	164	96	16244000	0.62	0.48	0	yeast.S_pseudosimplitigs.k_3.d_4	yeast.S_pseudosimplitigs.k_3.d_4.M_zeros
yeast	3	pseudosimplitigs	loc-greedy	HT	5	default	32	37	32	5	3	na	na	na	92	72	164	96	16256000	0.47	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_5	yeast.S_pseudosimplitigs.k_3.d_5.M_default
yeast	3	pseudosimplitigs	loc-greedy	HT	5	ones	32	37	35	2	1	na	na	na	92	72	164	92	16256000	0.47	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_5	yeast.S_pseudosimplitigs.k_3.d_5.M_ones
yeast	3	pseudosimplitigs	loc-greedy	HT	5	runs	32	37	35	2	1	na	na	na	92	72	164	92	16256000	0.47	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_5	yeast.S_pseudosimplitigs.k_3.d_5.M_runs
yeast	3	pseudosimplitigs	loc-greedy	HT	5	zeros	32	37	32	5	3	na	na	na	92	72	164	96	16256000	0.47	0.33	0.01	yeast.S_pseudosimplitigs.k_3.d_5	yeast.S_pseudosimplitigs.k_3.d_5.M_zeros
yeast	3	pseudosimplitigsAC	loc-greedy	AC	1	default	32	34	32	2	1	na	na	na	92	72	164	92	15184000	0.54	0.33	0.02	yeast.S_pseudosimplitigsAC.k_3.d_1	yeast.S_pseudosimplitigsAC.k_3.d_1.M_default
yeast	3	pseudosimplitigsAC	loc-greedy	AC	1	ones	32	34	32	2	1	na	na	na	92	72	164	92	15184000	0.54	0.33	0.02	yeast.S_pseudosimplitigsAC.k_3.d_1	yeast.S_pseudosimplitigsAC.k_3.d_1.M_ones
yeast	3	pseudosimplitigsAC	loc-greedy	AC	1	runs	32	34	32	2	1	na	na	na	92	72	164	92	15184000	0.54	0.33	0.02	yeast.S_pseudosimplitigsAC.k_3.d_1	yeast.S_pseudosimplitigsAC.k_3.d_1.M_runs
yeast	3	pseudosimplitigsAC	loc-greedy	AC	1	zeros	32	34	32	2	1	na	na	na	92	72	164	92	15184000	0.54	0.33	0.02	yeast.S_pseudosimplitigsAC.k_3.d_1	yeast.S_pseudosimplitigsAC.k_3.d_1.M_zeros
yeast	3	pseudosimplitigsAC	loc-greedy	AC	2	default	32	34	32	2	1	na	na	na	92	72	164	92	16264000	0.53	0.38	0	yeast.S_pseudosimplitigsAC.k_3.d_2	yeast.S_pseudosimplitigsAC.k_3.d_2.M_default
yeast	3	pseudosimplitigsAC	loc-greedy	AC	2	ones	32	34	32	2	1	na	na	na	92	72	164	92	16264000	0.53	0.38	0	yeast.S_pseudosimplitigsAC.k_3.d_2	yeast.S_pseudosimplitigsAC.k_3.d_2.M_ones
yeast	3	pseudosimplitigsAC	loc-greedy	AC	2	runs	32	34	32	2	1	na	na	na	92	72	164	92	16264000	0.53	0.38	0	yeast.S_pseudosimplitigsAC.k_3.d_2	yeast.S_pseudosimplitigsAC.k_3.d_2.M_runs
yeast	3	pseudosimplitigsAC	loc-greedy	AC	2	zeros	32	34	32	2	1	na	na	na	92	72	164	92	16264000	0.53	0.38	0	yeast.S_pseudosimplitigsAC.k_3.d_2	yeast.S_pseudosimplitigsAC.k_3.d_2.M_zeros
yeast	3	pseudosimplitigsAC	loc-greedy	AC	3	default	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.53	0.36	0.01	yeast.S_pseudosimplitigsAC.k_3.d_3	yeast.S_pseudosimplitigsAC.k_3.d_3.M_default
yeast	3	pseudosimplitigsAC	loc-greedy	AC	3	ones	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.53	0.36	0.01	yeast.S_pseudosimplitigsAC.k_3.d_3	yeast.S_pseudosimplitigsAC.k_3.d_3.M_ones
yeast	3	pseudosimplitigsAC	loc-greedy	AC	3	runs	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.53	0.36	0.01	yeast.S_pseudosimplitigsAC.k_3.d_3	yeast.S_pseudosimplitigsAC.k_3.d_3.M_runs
yeast	3	pseudosimplitigsAC	loc-greedy	AC	3	zeros	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.53	0.36	0.01	yeast.S_pseudosimplitigsAC.k_3.d_3	yeast.S_pseudosimplitigsAC.k_3.d_3.M_zeros
yeast	3	pseudosimplitigsAC	loc-greedy	AC	4	default	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.57	0.38	0.02	yeast.S_pseudosimplitigsAC.k_3.d_4	yeast.S_pseudosimplitigsAC.k_3.d_4.M_default
yeast	3	pseudosimplitigsAC	loc-greedy	AC	4	ones	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.57	0.38	0.02	yeast.S_pseudosimplitigsAC.k_3.d_4	yeast.S_pseudosimplitigsAC.k_3.d_4.M_ones
yeast	3	pseudosimplitigsAC	loc-greedy	AC	4	runs	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.57	0.38	0.02	yeast.S_pseudosimplitigsAC.k_3.d_4	yeast.S_pseudosimplitigsAC.k_3.d_4.M_runs
yeast	3	pseudosimplitigsAC	loc-greedy	AC	4	zeros	32	34	32	2	1	na	na	na	92	72	164	92	16256000	0.57	0.38	0.02	yeast.S_pseudosimplitigsAC.k_3.d_4	yeast.S_pseudosimplitigsAC.k_3.d_4.M_zeros
yeast	3	pseudosimplitigsAC	loc-greedy	AC	5	default	32	34	32	2	1	na	na	na	92	72	164	92	16272000	0.74	0.54	0.02	yeast.S_pseudosimplitigsAC.k_3.d_5	yeast.S_pseudosimplitigsAC.k_3.d_5.M_default
yeast	3	pseudosimplitigsAC	loc-greedy	AC	5	ones	32	34	32	2	1	na	na	na	92	72	164	92	16272000	0.74	0.54	0.02	yeast.S_pseudosimplitigsAC.k_3.d_5	yeast.S_pseudosimplitigsAC.k_3.d_5.M_ones
yeast	3	pseudosimplitigsAC	loc-greedy	AC	5	runs	32	34	32	2	1	na	na	na	92	72	164	92	16272000	0.74	0.54	0.02	yeast.S_pseudosimplitigsAC.k_3.d_5	yeast.S_pseudosimplitigsAC.k_3.d_5.M_runs
yeast	3	pseudosimplitigsAC	loc-greedy	AC	5	zeros	32	34	32	2	1	na	na	na	92	72	164	92	16272000	0.74	0.54	0.02	yeast.S_pseudosimplitigsAC.k_3.d_5	yeast.S_pseudosimplitigsAC.k_3.d_5.M_zeros
yeast	3	streaming	streaming	na	na	default	32	70	32	38	21	na	na	na	108	84	192	128	5048000	0.84	0.67	0.01	yeast.S_streaming.k_3.d_na	yeast.S_streaming.k_3.d_na.M_default
yeast	3	streaming	streaming	na	na	ones	32	70	68	2	1	na	na	na	108	72	180	108	5048000	0.84	0.67	0.01	yeast.S_streaming.k_3.d_na	yeast.S_streaming.k_3.d_na.M_ones
yeast	3	streaming	streaming	na	na	runs	32	70	68	2	1	na	na	na	108	72	180	108	5048000	0.84	0.67	0.01	yeast.S_streaming.k_3.d_na	yeast.S_streaming.k_3.d_na.M_runs
yeast	3	streaming	streaming	na	na	zeros	32	70	32	38	17	na	na	na	108	92	200	124	5048000	0.84	0.67	0.01	yeast.S_streaming.k_3.d_na	yeast.S_streaming.k_3.d_na.M_zeros
yeast	4	greedy	glob-greedy	HT	na	default	136	147	136	11	6	na	na	na	156	84	240	164	6884000	0.39	0.24	0	yeast.S_greedy.k_4.d_na	yeast.S_greedy.k_4.d_na.M_default
yeast	4	greedy	glob-greedy	HT	na	ones	136	147	144	3	1	na	na	na	156	76	232	160	6884000	0.39	0.24	0	yeast.S_greedy.k_4.d_na	yeast.S_greedy.k_4.d_na.M_ones
yeast	4	greedy	glob-greedy	HT	na	runs	136	147	144	3	1	na	na	na	156	76	232	160	6884000	0.39	0.24	0	yeast.S_greedy.k_4.d_na	yeast.S_greedy.k_4.d_na.M_runs
yeast	4	greedy	glob-greedy	HT	na	zeros	136	147	136	11	8	na	na	na	156	88	244	168	6884000	0.39	0.24	0	yeast.S_greedy.k_4.d_na	yeast.S_greedy.k_4.d_na.M_zeros
yeast	4	greedyAC	glob-greedy	AC	na	default	136	146	136	10	7	na	na	na	156	84	240	164	16236000	0.62	0.44	0.01	yeast.S_greedyAC.k_4.d_na	yeast.S_greedyAC.k_4.d_na.M_default
yeast	4	greedyAC	glob-greedy	AC	na	ones	136	146	143	3	1	na	na	na	156	76	232	160	16236000	0.62	0.44	0.01	yeast.S_greedyAC.k_4.d_na	yeast.S_greedyAC.k_4.d_na.M_ones
yeast	4	greedyAC	glob-greedy	AC	na	runs	136	146	143	3	1	na	na	na	156	76	232	160	16236000	0.62	0.44	0.01	yeast.S_greedyAC.k_4.d_na	yeast.S_greedyAC.k_4.d_na.M_runs
yeast	4	greedyAC	glob-greedy	AC	na	zeros	136	146	136	10	7	na	na	na	156	84	240	164	16236000	0.62	0.44	0.01	yeast.S_greedyAC.k_4.d_na	yeast.S_greedyAC.k_4.d_na.M_zeros
yeast	4	pseudosimplitigs	loc-greedy	HT	1	default	136	169	136	33	11	na	na	na	164	88	252	180	16244000	0.64	0.49	0	yeast.S_pseudosimplitigs.k_4.d_1	yeast.S_pseudosimplitigs.k_4.d_1.M_default
yeast	4	pseudosimplitigs	loc-greedy	HT	1	ones	136	169	166	3	1	na	na	na	164	76	240	164	16244000	0.64	0.49	0	yeast.S_pseudosimplitigs.k_4.d_1	yeast.S_pseudosimplitigs.k_4.d_1.M_ones
yeast	4	pseudosimplitigs	loc-greedy	HT	1	runs	136	169	166	3	1	na	na	na	164	76	240	164	16244000	0.64	0.49	0	yeast.S_pseudosimplitigs.k_4.d_1	yeast.S_pseudosimplitigs.k_4.d_1.M_runs
yeast	4	pseudosimplitigs	loc-greedy	HT	1	zeros	136	169	136	33	14	na	na	na	164	92	256	180	16244000	0.64	0.49	0	yeast.S_pseudosimplitigs.k_4.d_1	yeast.S_pseudosimplitigs.k_4.d_1.M_zeros
yeast	4	pseudosimplitigs	loc-greedy	HT	2	default	136	159	136	23	9	na	na	na	156	84	240	172	16276000	0.59	0.44	0	yeast.S_pseudosimplitigs.k_4.d_2	yeast.S_pseudosimplitigs.k_4.d_2.M_default
yeast	4	pseudosimplitigs	loc-greedy	HT	2	ones	136	159	156	3	1	na	na	na	156	76	232	160	16276000	0.59	0.44	0	yeast.S_pseudosimplitigs.k_4.d_2	yeast.S_pseudosimplitigs.k_4.d_2.M_ones
yeast	4	pseudosimplitigs	loc-greedy	HT	2	runs	136	159	156	3	1	na	na	na	156	76	232	160	16276000	0.59	0.44	0	yeast.S_pseudosimplitigs.k_4.d_2	yeast.S_pseudosimplitigs.k_4.d_2.M_runs
yeast	4	pseudosimplitigs	loc-greedy	HT	2	zeros	136	159	136	23	10	na	na	na	156	88	244	172	16276000	0.59	0.44	0	yeast.S_pseudosimplitigs.k_4.d_2	yeast.S_pseudosimplitigs.k_4.d_2.M_zeros
yeast	4	pseudosimplitigs	loc-greedy	HT	3	default	136	155	136	19	10	na	na	na	156	84	240	164	16248000	0.69	0.46	0.02	yeast.S_pseudosimplitigs.k_4.d_3	yeast.S_pseudosimplitigs.k_4.d_3.M_default
yeast	4	pseudosimplitigs	loc-greedy	HT	3	ones	136	155	152	3	1	na	na	na	156	76	232	156	16248000	0.69	0.46	0.02	yeast.S_pseudosimplitigs.k_4.d_3	yeast.S_pseudosimplitigs.k_4.d_3.M_ones
yeast	4	pseudosimplitigs	loc-greedy	HT	3	runs	136	155	152	3	1	na	na	na	156	76	232	156	16248000	0.69	0.46	0.02	yeast.S_pseudosimplitigs.k_4.d_3	yeast.S_pseudosimplitigs.k_4.d_3.M_runs
yeast	4	pseudosimplitigs	loc-greedy	HT	3	zeros	136	155	136	19	10	na	na	na	156	84	240	164	16248000	0.69	0.46	0.02	yeast.S_pseudosimplitigs.k_4.d_3	yeast.S_pseudosimplitigs.k_4.d_3.M_zeros
yeast	4	pseudosimplitigs	loc-greedy	HT	4	default	136	155	136	19	10	na	na	na	156	84	240	164	16268000	0.59	0.43	0.02	yeast.S_pseudosimplitigs.k_4.d_4	yeast.S_pseudosimplitigs.k_4.d_4.M_default
yeast	4	pseudosimplitigs	loc-greedy	HT	4	ones	136	155	152	3	1	na	na	na	156	76	232	156	16268000	0.59	0.43	0.02	yeast.S_pseudosimplitigs.k_4.d_4	yeast.S_pseudosimplitigs.k_4.d_4.M_ones
yeast	4	pseudosimplitigs	loc-greedy	HT	4	runs	136	155	152	3	1	na	na	na	156	76	232	156	16268000	0.59	0.43	0.02	yeast.S_pseudosimplitigs.k_4.d_4	yeast.S_pseudosimplitigs.k_4.d_4.M_runs
yeast	4	pseudosimplitigs	loc-greedy	HT	4	zeros	136	155	136	19	10	na	na	na	156	84	240	164	16268000	0.59	0.43	0.02	yeast.S_pseudosimplitigs.k_4.d_4	yeast.S_pseudosimplitigs.k_4.d_4.M_zeros
yeast	4	pseudosimplitigs	loc-greedy	HT	5	default	136	155	136	19	10	na	na	na	156	84	240	164	16260000	0.75	0.56	0.01	yeast.S_pseudosimplitigs.k_4.d_5	yeast.S_pseudosimplitigs.k_4.d_5.M_default
yeast	4	pseudosimplitigs	loc-greedy	HT	5	ones	136	155	152	3	1	na	na	na	156	76	232	156	16260000	0.75	0.56	0.01	yeast.S_pseudosimplitigs.k_4.d_5	yeast.S_pseudosimplitigs.k_4.d_5.M_ones
yeast	4	pseudosimplitigs	loc-greedy	HT	5	runs	136	155	152	3	1	na	na	na	156	76	232	156	16260000	0.75	0.56	0.01	yeast.S_pseudosimplitigs.k_4.d_5	yeast.S_pseudosimplitigs.k_4.d_5.M_runs
yeast	4	pseudosimplitigs	loc-greedy	HT	5	zeros	136	155	136	19	10	na	na	na	156	84	240	164	16260000	0.75	0.56	0.01	yeast.S_pseudosimplitigs.k_4.d_5	yeast.S_pseudosimplitigs.k_4.d_5.M_zeros
yeast	4	pseudosimplitigsAC	loc-greedy	AC	1	default	136	160	136	24	8	na	na	na	160	80	240	176	16244000	0.62	0.44	0	yeast.S_pseudosimplitigsAC.k_4.d_1	yeast.S_pseudosimplitigsAC.k_4.d_1.M_default
yeast	4	pseudosimplitigsAC	loc-greedy	AC	1	ones	136	160	157	3	1	na	na	na	160	76	236	164	16244000	0.62	0.44	0	yeast.S_pseudosimplitigsAC.k_4.d_1	yeast.S_pseudosimplitigsAC.k_4.d_1.M_ones
yeast	4	pseudosimplitigsAC	loc-greedy	AC	1	runs	136	160	157	3	1	na	na	na	160	76	236	164	16244000	0.62	0.44	0	yeast.S_pseudosimplitigsAC.k_4.d_1	yeast.S_pseudosimplitigsAC.k_4.d_1.M_runs
yeast	4	pseudosimplitigsAC	loc-greedy	AC	1	zeros	136	160	136	24	9	na	na	na	160	80	240	176	16244000	0.62	0.44	0	yeast.S_pseudosimplitigsAC.k_4.d_1	yeast.S_pseudosimplitigsAC.k_4.d_1.M_zeros
yeast	4	pseudosimplitigsAC	loc-greedy	AC	2	default	136	146	136	10	8	na	na	na	156	80	236	160	16280000	0.67	0.45	0.03	yeast.S_pseudosimplitigsAC.k_4.d_2	yeast.S_pseudosimplitigsAC.k_4.d_2.M_default
yeast	4	pseudosimplitigsAC	loc-greedy	AC	2	ones	136	146	143	3	1	na	na	na	156	76	232	156	16280000	0.67	0.45	0.03	yeast.S_pseudosimplitigsAC.k_4.d_2	yeast.S_pseudosimplitigsAC.k_4.d_2.M_ones
yeast	4	pseudosimplitigsAC	loc-greedy	AC	2	runs	136	146	143	3	1	na	na	na	156	76	232	156	16280000	0.67	0.45	0.03	yeast.S_pseudosimplitigsAC.k_4.d_2	yeast.S_pseudosimplitigsAC.k_4.d_2.M_runs
yeast	4	pseudosimplitigsAC	loc-greedy	AC	2	zeros	136	146	136	10	8	na	na	na	156	80	236	160	16280000	0.67	0.45	0.03	yeast.S_pseudosimplitigsAC.k_4.d_2	yeast.S_pseudosimplitigsAC.k_4.d_2.M_zeros
yeast	4	pseudosimplitigsAC	loc-greedy	AC	3	default	136	146	136	10	8	na	na	na	156	80	236	160	16264000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_3	yeast.S_pseudosimplitigsAC.k_4.d_3.M_default
yeast	4	pseudosimplitigsAC	loc-greedy	AC	3	ones	136	146	143	3	1	na	na	na	156	76	232	156	16264000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_3	yeast.S_pseudosimplitigsAC.k_4.d_3.M_ones
yeast	4	pseudosimplitigsAC	loc-greedy	AC	3	runs	136	146	143	3	1	na	na	na	156	76	232	156	16264000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_3	yeast.S_pseudosimplitigsAC.k_4.d_3.M_runs
yeast	4	pseudosimplitigsAC	loc-greedy	AC	3	zeros	136	146	136	10	8	na	na	na	156	80	236	160	16264000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_3	yeast.S_pseudosimplitigsAC.k_4.d_3.M_zeros
yeast	4	pseudosimplitigsAC	loc-greedy	AC	4	default	136	146	136	10	8	na	na	na	156	80	236	160	16256000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_4	yeast.S_pseudosimplitigsAC.k_4.d_4.M_default
yeast	4	pseudosimplitigsAC	loc-greedy	AC	4	ones	136	146	143	3	1	na	na	na	156	76	232	156	16256000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_4	yeast.S_pseudosimplitigsAC.k_4.d_4.M_ones
yeast	4	pseudosimplitigsAC	loc-greedy	AC	4	runs	136	146	143	3	1	na	na	na	156	76	232	156	16256000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_4	yeast.S_pseudosimplitigsAC.k_4.d_4.M_runs
yeast	4	pseudosimplitigsAC	loc-greedy	AC	4	zeros	136	146	136	10	8	na	na	na	156	80	236	160	16256000	0.58	0.45	0	yeast.S_pseudosimplitigsAC.k_4.d_4	yeast.S_pseudosimplitigsAC.k_4.d_4.M_zeros
yeast	4	pseudosimplitigsAC	loc-greedy	AC	5	default	136	146	136	10	8	na	na	na	156	80	236	160	16252000	0.65	0.48	0.01	yeast.S_pseudosimplitigsAC.k_4.d_5	yeast.S_pseudosimplitigsAC.k_4.d_5.M_default
yeast	4	pseudosimplitigsAC	loc-greedy	AC	5	ones	136	146	143	3	1	na	na	na	156	76	232	156	16252000	0.65	0.48	0.01	yeast.S_pseudosimplitigsAC.k_4.d_5	yeast.S_pseudosimplitigsAC.k_4.d_5.M_ones
yeast	4	pseudosimplitigsAC	loc-greedy	AC	5	runs	136	146	143	3	1	na	na	na	156	76	232	156	16252000	0.65	0.48	0.01	yeast.S_pseudosimplitigsAC.k_4.d_5	yeast.S_pseudosimplitigsAC.k_4.d_5.M_runs
yeast	4	pseudosimplitigsAC	loc-greedy	AC	5	zeros	136	146	136	10	8	na	na	na	156	80	236	160	16252000	0.65	0.48	0.01	yeast.S_pseudosimplitigsAC.k_4.d_5	yeast.S_pseudosimplitigsAC.k_4.d_5.M_zeros
yeast	4	streaming	streaming	na	na	default	136	318	136	182	71	na	na	na	220	116	336	280	5060000	0.84	0.67	0.01	yeast.S_streaming.k_4.d_na	yeast.S_streaming.k_4.d_na.M_default
yeast	4	streaming	streaming	na	na	ones	136	318	315	3	1	na	na	na	220	76	296	220	5060000	0.84	0.67	0.01	yeast.S_streaming.k_4.d_na	yeast.S_streaming.k_4.d_na.M_ones
yeast	4	streaming	streaming	na	na	runs	136	318	315	3	1	na	na	na	220	76	296	220	5060000	0.84	0.67	0.01	yeast.S_streaming.k_4.d_na	yeast.S_streaming.k_4.d_na.M_runs
yeast	4	streaming	streaming	na	na	zeros	136	318	136	182	57	na	na	na	220	136	356	276	5060000	0.84	0.67	0.01	yeast.S_streaming.k_4.d_na	yeast.S_streaming.k_4.d_na.M_zeros
yeast	5	greedy	glob-greedy	HT	na	default	512	518	512	6	2	na	na	na	308	80	388	312	6876000	0.57	0.41	0.01	yeast.S_greedy.k_5.d_na	yeast.S_greedy.k_5.d_na.M_default
yeast	5	greedy	glob-greedy	HT	na	ones	512	518	514	4	1	na	na	na	308	76	384	308	6876000	0.57	0.41	0.01	yeast.S_greedy.k_5.d_na	yeast.S_greedy.k_5.d_na.M_ones
yeast	5	greedy	glob-greedy	HT	na	runs	512	518	514	4	1	na	na	na	308	76	384	308	6876000	0.57	0.41	0.01	yeast.S_greedy.k_5.d_na	yeast.S_greedy.k_5.d_na.M_runs
yeast	5	greedy	glob-greedy	HT	na	zeros	512	518	512	6	2	na	na	na	308	80	388	312	6876000	0.57	0.41	0.01	yeast.S_greedy.k_5.d_na	yeast.S_greedy.k_5.d_na.M_zeros
yeast	5	greedyAC	glob-greedy	AC	na	default	512	516	512	4	1	na	na	na	304	76	380	308	16284000	0.62	0.48	0	yeast.S_greedyAC.k_5.d_na	yeast.S_greedyAC.k_5.d_na.M_default
yeast	5	greedyAC	glob-greedy	AC	na	ones	512	516	512	4	1	na	na	na	304	76	380	308	16284000	0.62	0.48	0	yeast.S_greedyAC.k_5.d_na	yeast.S_greedyAC.k_5.d_na.M_ones
yeast	5	greedyAC	glob-greedy	AC	na	runs	512	516	512	4	1	na	na	na	304	76	380	308	16284000	0.62	0.48	0	yeast.S_greedyAC.k_5.d_na	yeast.S_greedyAC.k_5.d_na.M_runs
yeast	5	greedyAC	glob-greedy	AC	na	zeros	512	516	512	4	1	na	na	na	304	76	380	308	16284000	0.62	0.48	0	yeast.S_greedyAC.k_5.d_na	yeast.S_greedyAC.k_5.d_na.M_zeros
yeast	5	pseudosimplitigs	loc-greedy	HT	1	default	512	544	512	32	8	na	na	na	260	92	352	288	16288000	0.91	0.73	0	yeast.S_pseudosimplitigs.k_5.d_1	yeast.S_pseudosimplitigs.k_5.d_1.M_default
yeast	5	pseudosimplitigs	loc-greedy	HT	1	ones	512	544	540	4	1	na	na	na	260	76	336	264	16288000	0.91	0.73	0	yeast.S_pseudosimplitigs.k_5.d_1	yeast.S_pseudosimplitigs.k_5.d_1.M_ones
yeast	5	pseudosimplitigs	loc-greedy	HT	1	runs	512	544	540	4	1	na	na	na	260	76	336	264	16288000	0.91	0.73	0	yeast.S_pseudosimplitigs.k_5.d_1	yeast.S_pseudosimplitigs.k_5.d_1.M_runs
yeast	5	pseudosimplitigs	loc-greedy	HT	1	zeros	512	544	512	32	10	na	na	na	260	96	356	292	16288000	0.91	0.73	0	yeast.S_pseudosimplitigs.k_5.d_1	yeast.S_pseudosimplitigs.k_5.d_1.M_zeros
yeast	5	pseudosimplitigs	loc-greedy	HT	2	default	512	540	512	28	13	na	na	na	272	96	368	288	16280000	0.7	0.55	0	yeast.S_pseudosimplitigs.k_5.d_2	yeast.S_pseudosimplitigs.k_5.d_2.M_default
yeast	5	pseudosimplitigs	loc-greedy	HT	2	ones	512	540	536	4	1	na	na	na	272	76	348	276	16280000	0.7	0.55	0	yeast.S_pseudosimplitigs.k_5.d_2	yeast.S_pseudosimplitigs.k_5.d_2.M_ones
yeast	5	pseudosimplitigs	loc-greedy	HT	2	runs	512	540	536	4	1	na	na	na	272	76	348	276	16280000	0.7	0.55	0	yeast.S_pseudosimplitigs.k_5.d_2	yeast.S_pseudosimplitigs.k_5.d_2.M_runs
yeast	5	pseudosimplitigs	loc-greedy	HT	2	zeros	512	540	512	28	13	na	na	na	272	96	368	296	16280000	0.7	0.55	0	yeast.S_pseudosimplitigs.k_5.d_2	yeast.S_pseudosimplitigs.k_5.d_2.M_zeros
yeast	5	pseudosimplitigs	loc-greedy	HT	3	default	512	533	512	21	13	na	na	na	260	96	356	284	16328000	0.66	0.53	0.01	yeast.S_pseudosimplitigs.k_5.d_3	yeast.S_pseudosimplitigs.k_5.d_3.M_default
yeast	5	pseudosimplitigs	loc-greedy	HT	3	ones	512	533	529	4	1	na	na	na	260	76	336	260	16328000	0.66	0.53	0.01	yeast.S_pseudosimplitigs.k_5.d_3	yeast.S_pseudosimplitigs.k_5.d_3.M_ones
yeast	5	pseudosimplitigs	loc-greedy	HT	3	runs	512	533	529	4	1	na	na	na	260	76	336	260	16328000	0.66	0.53	0.01	yeast.S_pseudosimplitigs.k_5.d_3	yeast.S_pseudosimplitigs.k_5.d_3.M_runs
yeast	5	pseudosimplitigs	loc-greedy	HT	3	zeros	512	533	512	21	14	na	na	na	260	104	364	280	16328000	0.66	0.53	0.01	yeast.S_pseudosimplitigs.k_5.d_3	yeast.S_pseudosimplitigs.k_5.d_3.M_zeros
yeast	5	pseudosimplitigs	loc-greedy	HT	4	default	512	533	512	21	13	na	na	na	260	96	356	284	16264000	0.71	0.48	0.02	yeast.S_pseudosimplitigs.k_5.d_4	yeast.S_pseudosimplitigs.k_5.d_4.M_default
yeast	5	pseudosimplitigs	loc-greedy	HT	4	ones	512	533	529	4	1	na	na	na	260	76	336	260	16264000	0.71	0.48	0.02	yeast.S_pseudosimplitigs.k_5.d_4	yeast.S_pseudosimplitigs.k_5.d_4.M_ones
yeast	5	pseudosimplitigs	loc-greedy	HT	4	runs	512	533	529	4	1	na	na	na	260	76	336	260	16264000	0.71	0.48	0.02	yeast.S_pseudosimplitigs.k_5.d_4	yeast.S_pseudosimplitigs.k_5.d_4.M_runs
