pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_9	spneumoniae-pangenome	pseudosimplitigs	14	9	347.30	11.75	322.66	96%	1507864	8608	0	347.314423
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_1	spneumoniae-pangenome	pseudosimplitigsAC	14	1	237.14	11.57	215.92	95%	17319752	6648	0	237.149566
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_10	spneumoniae-pangenome	pseudosimplitigsAC	14	10	472.66	61.00	393.55	96%	22857992	22360	0	472.674283
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_11	spneumoniae-pangenome	pseudosimplitigsAC	14	11	337.27	12.75	318.10	98%	22862868	64	0	337.279162
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_12	spneumoniae-pangenome	pseudosimplitigsAC	14	12	358.19	11.89	339.68	98%	22862780	0	0	358.202663
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_2	spneumoniae-pangenome	pseudosimplitigsAC	14	2	345.43	58.30	264.23	93%	17312064	20432	0	345.441673
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_3	spneumoniae-pangenome	pseudosimplitigsAC	14	3	298.40	24.64	264.09	96%	17308688	7064	0	298.406642
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_4	spneumoniae-pangenome	pseudosimplitigsAC	14	4	254.06	14.88	228.76	95%	17302880	3840	0	254.077487
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_5	spneumoniae-pangenome	pseudosimplitigsAC	14	5	277.73	13.49	255.67	96%	17308524	1424	0	277.742398
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_6	spneumoniae-pangenome	pseudosimplitigsAC	14	6	314.17	11.97	290.57	96%	18414528	6792	0	314.177211
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_7	spneumoniae-pangenome	pseudosimplitigsAC	14	7	383.14	26.01	341.67	95%	19657276	15424	0	383.151013
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_8	spneumoniae-pangenome	pseudosimplitigsAC	14	8	397.69	26.60	360.84	97%	19657276	11232	0	397.701596
spneumoniae-pangenome.S_pseudosimplitigsAC.k_14.d_9	spneumoniae-pangenome	pseudosimplitigsAC	14	9	389.46	22.59	358.03	97%	20709764	6096	0	389.465178
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1	spneumoniae-pangenome	pseudosimplitigs	15	1	101.71	12.76	73.44	84%	1264636	13048	0	101.723186
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_10	spneumoniae-pangenome	pseudosimplitigs	15	10	957.31	59.60	861.88	96%	1309220	43824	0	957.3159
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_11	spneumoniae-pangenome	pseudosimplitigs	15	11	2613.94	175.16	2332.33	95%	1310900	128256	0	2613.946487
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_12	spneumoniae-pangenome	pseudosimplitigs	15	12	5859.22	145.44	5623.51	98%	1310820	99248	0	5859.227082
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2	spneumoniae-pangenome	pseudosimplitigs	15	2	58.97	3.04	46.64	84%	1270616	3504	0	58.97705
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3	spneumoniae-pangenome	pseudosimplitigs	15	3	58.93	0.84	49.94	86%	1270624	0	0	58.934314
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4	spneumoniae-pangenome	pseudosimplitigs	15	4	108.41	11.24	84.32	88%	1268472	17216	0	108.422451
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5	spneumoniae-pangenome	pseudosimplitigs	15	5	85.14	6.84	64.85	84%	1268544	7208	0	85.152177
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_6	spneumoniae-pangenome	pseudosimplitigs	15	6	164.95	14.83	134.17	90%	1268956	18320	0	164.953843
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_7	spneumoniae-pangenome	pseudosimplitigs	15	7	165.60	13.11	140.67	92%	1269036	7680	0	165.606275
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_8	spneumoniae-pangenome	pseudosimplitigs	15	8	244.68	20.02	201.34	90%	1309192	18944	0	244.690969
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_9	spneumoniae-pangenome	pseudosimplitigs	15	9	417.55	30.10	359.60	93%	1311180	33344	0	417.555754
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_1	spneumoniae-pangenome	pseudosimplitigsAC	15	1	353.07	41.26	294.83	95%	20539024	18104	0	353.07974
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_10	spneumoniae-pangenome	pseudosimplitigsAC	15	10	536.01	22.95	504.46	98%	27882588	1144	0	536.016228
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_11	spneumoniae-pangenome	pseudosimplitigsAC	15	11	559.82	27.56	521.20	98%	29563264	3952	0	559.826451
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_12	spneumoniae-pangenome	pseudosimplitigsAC	15	12	613.34	33.14	570.63	98%	29564004	6624	0	613.35227
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_2	spneumoniae-pangenome	pseudosimplitigsAC	15	2	297.50	27.06	252.29	93%	20533884	26528	0	297.51204
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_3	spneumoniae-pangenome	pseudosimplitigsAC	15	3	338.40	43.79	271.72	93%	20530588	24840	0	338.405761
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_4	spneumoniae-pangenome	pseudosimplitigsAC	15	4	346.86	36.09	300.23	96%	20526196	7424	0	346.867632
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_5	spneumoniae-pangenome	pseudosimplitigsAC	15	5	388.49	52.11	323.89	96%	20533312	12024	0	388.498175
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_6	spneumoniae-pangenome	pseudosimplitigsAC	15	6	329.19	23.06	271.02	89%	20565976	8608	0	329.20227
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_7	spneumoniae-pangenome	pseudosimplitigsAC	15	7	566.14	21.05	530.30	97%	20629924	20272	0	566.151673
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_8	spneumoniae-pangenome	pseudosimplitigsAC	15	8	559.84	24.24	523.71	97%	22799384	4464	0	559.850938
spneumoniae-pangenome.S_pseudosimplitigsAC.k_15.d_9	spneumoniae-pangenome	pseudosimplitigsAC	15	9	774.33	68.01	690.20	97%	22795744	15984	0	774.343543
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1	spneumoniae-pangenome	pseudosimplitigs	16	1	57.60	3.15	46.47	86%	1797392	5168	0	57.612782
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_10	spneumoniae-pangenome	pseudosimplitigs	16	10	1697.87	147.04	1466.13	95%	2114392	109472	0	1697.883385
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_11	spneumoniae-pangenome	pseudosimplitigs	16	11	3341.57	195.02	3007.88	95%	2115848	117528	0	3341.578688
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_12	spneumoniae-pangenome	pseudosimplitigs	16	12	7668.61	154.53	7440.72	99%	2118352	78640	0	7668.621708
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2	spneumoniae-pangenome	pseudosimplitigs	16	2	63.39	3.00	51.56	86%	1797360	10912	0	63.399901
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3	spneumoniae-pangenome	pseudosimplitigs	16	3	115.17	12.75	86.67	86%	1793756	8224	0	115.181651
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4	spneumoniae-pangenome	pseudosimplitigs	16	4	111.71	13.53	84.81	88%	1794960	16888	0	111.725167
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_5	spneumoniae-pangenome	pseudosimplitigs	16	5	116.84	18.03	84.32	87%	1794924	10856	0	116.851177
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_6	spneumoniae-pangenome	pseudosimplitigs	16	6	205.29	17.59	171.73	92%	1793284	11744	0	205.295848
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_7	spneumoniae-pangenome	pseudosimplitigs	16	7	289.98	28.39	237.33	91%	1793740	22392	0	289.984597
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_8	spneumoniae-pangenome	pseudosimplitigs	16	8	450.65	24.03	406.91	95%	2115948	25360	0	450.660799
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_9	spneumoniae-pangenome	pseudosimplitigs	16	9	816.97	54.86	715.54	94%	2116512	48720	0	816.976614
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_1	spneumoniae-pangenome	pseudosimplitigsAC	16	1	382.87	40.37	323.46	95%	24079884	20368	0	382.883712
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_10	spneumoniae-pangenome	pseudosimplitigsAC	16	10	617.92	61.29	535.23	96%	28741540	40136	0	617.924575
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_11	spneumoniae-pangenome	pseudosimplitigsAC	16	11	533.38	29.83	488.75	97%	32092132	14392	0	533.386292
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_12	spneumoniae-pangenome	pseudosimplitigsAC	16	12	612.49	41.82	554.27	97%	32195268	20000	0	612.499611
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_2	spneumoniae-pangenome	pseudosimplitigsAC	16	2	327.02	18.41	295.47	95%	24082480	10000	0	327.034269
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_3	spneumoniae-pangenome	pseudosimplitigsAC	16	3	335.63	20.94	302.90	96%	24079372	216	0	335.63791
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_4	spneumoniae-pangenome	pseudosimplitigsAC	16	4	324.29	21.17	288.21	95%	24082120	2768	0	324.297259
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_5	spneumoniae-pangenome	pseudosimplitigsAC	16	5	294.72	14.75	270.07	96%	24081224	3672	0	294.729389
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_6	spneumoniae-pangenome	pseudosimplitigsAC	16	6	368.99	25.24	333.45	97%	24076596	4048	0	369.003566
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_7	spneumoniae-pangenome	pseudosimplitigsAC	16	7	366.94	21.02	333.63	96%	24069540	8216	0	366.954179
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_8	spneumoniae-pangenome	pseudosimplitigsAC	16	8	436.54	17.54	404.89	96%	24122568	12400	0	436.543646
spneumoniae-pangenome.S_pseudosimplitigsAC.k_16.d_9	spneumoniae-pangenome	pseudosimplitigsAC	16	9	543.64	25.53	502.69	97%	26284420	13272	0	543.65407
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_1	spneumoniae-pangenome	pseudosimplitigs	17	1	69.13	4.36	56.18	87%	1841496	3088	0	69.139481
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_10	spneumoniae-pangenome	pseudosimplitigs	17	10	2109.56	99.45	1939.26	96%	2477460	89744	0	2109.57461
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_11	spneumoniae-pangenome	pseudosimplitigs	17	11	4635.55	74.64	4499.13	98%	2478088	67504	0	4635.557087
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_12	spneumoniae-pangenome	pseudosimplitigs	17	12	9413.61	104.62	9229.31	99%	2477344	78968	0	9413.619409
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_2	spneumoniae-pangenome	pseudosimplitigs	17	2	67.81	3.42	55.44	86%	1837644	624	0	67.81572
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_3	spneumoniae-pangenome	pseudosimplitigs	17	3	110.02	25.65	60.14	77%	1837424	17496	0	110.02668
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_4	spneumoniae-pangenome	pseudosimplitigs	17	4	88.82	12.89	61.43	83%	1841448	14400	0	88.827902
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_5	spneumoniae-pangenome	pseudosimplitigs	17	5	108.50	16.98	80.13	89%	1838916	11280	0	108.503566
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_6	spneumoniae-pangenome	pseudosimplitigs	17	6	131.70	6.61	114.33	91%	1841476	4760	0	131.709678
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_7	spneumoniae-pangenome	pseudosimplitigs	17	7	280.45	16.93	247.82	94%	1841488	16768	0	280.46462
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_8	spneumoniae-pangenome	pseudosimplitigs	17	8	705.51	59.15	611.52	95%	1841484	58848	0	705.52256
spneumoniae-pangenome.S_pseudosimplitigs.k_17.d_9	spneumoniae-pangenome	pseudosimplitigs	17	9	1299.51	73.23	1180.33	96%	2477488	74592	0	1299.517975
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_1	spneumoniae-pangenome	pseudosimplitigsAC	17	1	437.62	62.05	356.07	95%	26769512	15584	0	437.625861
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_10	spneumoniae-pangenome	pseudosimplitigsAC	17	10	681.74	50.16	606.67	96%	27829636	29688	0	681.747843
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11	spneumoniae-pangenome	pseudosimplitigsAC	17	11	713.03	25.55	677.19	98%	30080028	8872	0	713.040512
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12	spneumoniae-pangenome	pseudosimplitigsAC	17	12	742.07	43.35	684.66	98%	34991380	11056	0	742.077294
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2	spneumoniae-pangenome	pseudosimplitigsAC	17	2	346.97	18.94	317.14	96%	26767312	6136	0	346.977383
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3	spneumoniae-pangenome	pseudosimplitigsAC	17	3	344.00	14.43	320.59	97%	26774452	0	0	344.014016
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4	spneumoniae-pangenome	pseudosimplitigsAC	17	4	323.25	16.16	297.66	97%	26767040	5520	0	323.262293
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5	spneumoniae-pangenome	pseudosimplitigsAC	17	5	492.12	61.04	419.24	97%	26767780	2272	0	492.134851
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6	spneumoniae-pangenome	pseudosimplitigsAC	17	6	353.68	23.48	313.68	95%	26774292	9520	0	353.694456
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7	spneumoniae-pangenome	pseudosimplitigsAC	17	7	419.15	31.48	378.19	97%	26779620	6248	0	419.162891
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8	spneumoniae-pangenome	pseudosimplitigsAC	17	8	406.93	23.15	368.11	96%	26766924	5896	0	406.941219
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9	spneumoniae-pangenome	pseudosimplitigsAC	17	9	700.86	51.91	626.02	96%	26868140	24360	0	700.866246
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1	spneumoniae-pangenome	pseudosimplitigs	18	1	86.21	7.81	67.50	87%	1875612	8336	0	86.22365
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10	spneumoniae-pangenome	pseudosimplitigs	18	10	3510.26	190.88	3200.45	96%	2214992	196352	0	3510.272581
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11	spneumoniae-pangenome	pseudosimplitigs	18	11	7193.03	120.85	6988.21	98%	2213416	101736	0	7193.042147
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_12	spneumoniae-pangenome	pseudosimplitigs	18	12	15378.62	407.94	14769.07	98%	2213416	250336	0	15378.629881
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2	spneumoniae-pangenome	pseudosimplitigs	18	2	73.35	1.75	56.15	78%	1878104	0	0	73.358439
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3	spneumoniae-pangenome	pseudosimplitigs	18	3	77.13	4.70	64.13	89%	1878096	2736	0	77.14444
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4	spneumoniae-pangenome	pseudosimplitigs	18	4	124.22	15.55	94.22	88%	1875980	13704	0	124.229534
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5	spneumoniae-pangenome	pseudosimplitigs	18	5	86.08	3.04	73.46	88%	1878088	1800	0	86.089377
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_6	spneumoniae-pangenome	pseudosimplitigs	18	6	147.00	7.30	126.34	90%	1878088	9376	0	147.013727
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_7	spneumoniae-pangenome	pseudosimplitigs	18	7	366.45	23.59	324.75	95%	1876428	14384	0	366.462202
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_8	spneumoniae-pangenome	pseudosimplitigs	18	8	997.89	45.98	920.61	96%	1875528	29424	0	997.904886
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_9	spneumoniae-pangenome	pseudosimplitigs	18	9	1884.99	72.26	1770.39	97%	1958432	72384	0	1885.002363
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1	spneumoniae-pangenome	pseudosimplitigsAC	18	1	430.47	53.95	364.26	97%	29924080	12784	0	430.477446
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_10	spneumoniae-pangenome	pseudosimplitigsAC	18	10	628.82	53.60	550.78	96%	30035368	17616	0	628.824981
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_11	spneumoniae-pangenome	pseudosimplitigsAC	18	11	698.90	37.07	647.69	97%	31089492	11664	0	698.906057
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_12	spneumoniae-pangenome	pseudosimplitigsAC	18	12	623.88	52.80	546.02	95%	34149320	24512	0	623.894722
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2	spneumoniae-pangenome	pseudosimplitigsAC	18	2	380.01	20.15	349.12	97%	29926656	704	0	380.018079
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3	spneumoniae-pangenome	pseudosimplitigsAC	18	3	419.99	42.58	355.09	94%	29924292	22448	0	419.999731
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4	spneumoniae-pangenome	pseudosimplitigsAC	18	4	396.07	22.89	364.68	97%	29926228	0	0	396.081942
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5	spneumoniae-pangenome	pseudosimplitigsAC	18	5	409.00	42.32	348.94	95%	29928172	21384	0	409.010965
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_6	spneumoniae-pangenome	pseudosimplitigsAC	18	6	420.98	31.78	377.15	97%	29919800	2448	0	420.991362
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_7	spneumoniae-pangenome	pseudosimplitigsAC	18	7	383.13	23.11	347.81	96%	29926448	7320	0	383.137461
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_8	spneumoniae-pangenome	pseudosimplitigsAC	18	8	479.20	48.47	418.36	97%	29928904	18752	0	479.207234
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_9	spneumoniae-pangenome	pseudosimplitigsAC	18	9	556.96	46.33	491.25	96%	29929756	25824	0	556.966828
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1	spneumoniae-pangenome	pseudosimplitigs	19	1	67.82	2.93	54.05	84%	1909712	272	0	67.834073
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_10	spneumoniae-pangenome	pseudosimplitigs	19	10	6245.14	136.27	6026.88	98%	2008620	125808	0	6245.151417
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_11	spneumoniae-pangenome	pseudosimplitigs	19	11	11677.38	249.24	11303.67	98%	2719340	163520	0	11677.387818
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_12	spneumoniae-pangenome	pseudosimplitigs	19	12	20867.09	969.84	19570.99	98%	2719308	1107336	0	20867.104598
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_2	spneumoniae-pangenome	pseudosimplitigs	19	2	76.68	4.31	63.07	87%	1912252	2752	0	76.686655
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_3	spneumoniae-pangenome	pseudosimplitigs	19	3	74.53	4.34	61.43	88%	1908872	1240	0	74.539386
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_4	spneumoniae-pangenome	pseudosimplitigs	19	4	86.76	7.06	69.64	88%	1912272	7192	0	86.769137
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_5	spneumoniae-pangenome	pseudosimplitigs	19	5	120.26	16.24	86.75	85%	1908460	28560	0	120.272132
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_6	spneumoniae-pangenome	pseudosimplitigs	19	6	147.13	5.62	132.47	93%	1912228	2168	0	147.136116
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_7	spneumoniae-pangenome	pseudosimplitigs	19	7	439.67	28.14	392.20	95%	1910008	27544	0	439.681237
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_8	spneumoniae-pangenome	pseudosimplitigs	19	8	1014.43	22.38	969.93	97%	1912260	18432	0	1014.445173
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_9	spneumoniae-pangenome	pseudosimplitigs	19	9	3100.30	130.00	2905.75	97%	1910664	91248	0	3100.30662
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_1	spneumoniae-pangenome	pseudosimplitigsAC	19	1	419.83	43.14	355.88	95%	32676204	22024	0	419.842954
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_10	spneumoniae-pangenome	pseudosimplitigsAC	19	10	580.44	48.66	513.56	96%	32736092	31432	0	580.449504
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_11	spneumoniae-pangenome	pseudosimplitigsAC	19	11	745.10	101.30	624.47	97%	34285936	57144	0	745.110487
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_12	spneumoniae-pangenome	pseudosimplitigsAC	19	12	791.60	63.08	712.15	97%	35319496	7176	0	791.614762
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_2	spneumoniae-pangenome	pseudosimplitigsAC	19	2	426.74	50.39	364.95	97%	32674392	28656	0	426.753258
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_3	spneumoniae-pangenome	pseudosimplitigsAC	19	3	429.81	29.28	386.22	96%	32674472	9056	0	429.815961
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_4	spneumoniae-pangenome	pseudosimplitigsAC	19	4	439.64	30.64	393.90	96%	32673760	12160	0	439.649443
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_5	spneumoniae-pangenome	pseudosimplitigsAC	19	5	472.65	47.07	407.64	96%	32673480	22128	0	472.654158
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_6	spneumoniae-pangenome	pseudosimplitigsAC	19	6	458.72	45.63	394.07	95%	32670168	12104	0	458.729938
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_7	spneumoniae-pangenome	pseudosimplitigsAC	19	7	492.72	60.81	409.92	95%	32673540	15928	0	492.73473
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_8	spneumoniae-pangenome	pseudosimplitigsAC	19	8	415.07	30.50	366.26	95%	32669764	14016	0	415.079086
spneumoniae-pangenome.S_pseudosimplitigsAC.k_19.d_9	spneumoniae-pangenome	pseudosimplitigsAC	19	9	525.09	50.53	462.70	97%	32675592	11880	0	525.103035
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_1	spneumoniae-pangenome	pseudosimplitigs	20	1	120.24	14.64	82.43	80%	1939428	10624	0	120.254282
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_10	spneumoniae-pangenome	pseudosimplitigs	20	10	10537.52	201.39	10210.48	98%	1940732	180168	0	10537.52925
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_11	spneumoniae-pangenome	pseudosimplitigs	20	11	16641.90	1001.19	15318.57	98%	2068128	1091672	0	16641.910036
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_12	spneumoniae-pangenome	pseudosimplitigs	20	12	36997.26	884.81	35674.30	98%	2852868	790904	0	36997.270243
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_2	spneumoniae-pangenome	pseudosimplitigs	20	2	100.42	17.44	68.30	85%	1940784	17168	0	100.428481
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_3	spneumoniae-pangenome	pseudosimplitigs	20	3	98.50	16.79	66.99	85%	1941324	17672	0	98.512156
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_4	spneumoniae-pangenome	pseudosimplitigs	20	4	69.01	2.98	57.39	87%	1943260	3312	0	69.024443
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_5	spneumoniae-pangenome	pseudosimplitigs	20	5	134.55	13.52	106.19	88%	1941340	8120	0	134.554915
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_6	spneumoniae-pangenome	pseudosimplitigs	20	6	194.67	24.74	145.91	87%	1941204	22080	0	194.684569
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_7	spneumoniae-pangenome	pseudosimplitigs	20	7	453.41	31.14	398.50	94%	1943280	28296	0	453.42293
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_8	spneumoniae-pangenome	pseudosimplitigs	20	8	1502.13	68.17	1386.06	96%	1938928	52296	0	1502.143968
spneumoniae-pangenome.S_pseudosimplitigs.k_20.d_9	spneumoniae-pangenome	pseudosimplitigs	20	9	4258.36	204.24	3943.66	97%	1940744	178240	0	4258.37012
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_1	spneumoniae-pangenome	pseudosimplitigsAC	20	1	384.28	32.63	341.97	97%	35481704	10776	0	384.292777
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_10	spneumoniae-pangenome	pseudosimplitigsAC	20	10	324.91	11.65	304.71	97%	35484804	0	0	324.917747
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_11	spneumoniae-pangenome	pseudosimplitigsAC	20	11	388.61	16.49	364.13	97%	35797716	2376	0	388.622499
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_12	spneumoniae-pangenome	pseudosimplitigsAC	20	12	383.35	11.70	362.70	97%	37512352	0	0	383.359006
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_2	spneumoniae-pangenome	pseudosimplitigsAC	20	2	370.88	26.92	333.91	97%	35474400	14328	0	370.889152
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_3	spneumoniae-pangenome	pseudosimplitigsAC	20	3	455.23	65.61	362.09	93%	35473804	20208	0	455.235105
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_4	spneumoniae-pangenome	pseudosimplitigsAC	20	4	528.96	63.42	452.53	97%	35474232	14832	0	528.970858
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_5	spneumoniae-pangenome	pseudosimplitigsAC	20	5	485.10	48.90	413.77	95%	35472928	9944	0	485.111669
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_6	spneumoniae-pangenome	pseudosimplitigsAC	20	6	410.38	18.32	378.06	96%	35481004	792	0	410.391802
spneumoniae-pangenome.S_pseudosimplitigsAC.k_20.d_7	spneumoniae-pangenome	pseudosimplitigsAC	20	7	453.72	31.79	409.28	97%	35479712	3576	0	453.727953
