pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_pseudosimplitigsAC.k_21.d_3	spneumoniae	pseudosimplitigsAC	21	3	81.99	3.79	76.24	97%	10931152	0	0	81.995929
spneumoniae.S_pseudosimplitigsAC.k_21.d_4	spneumoniae	pseudosimplitigsAC	21	4	80.16	3.55	74.60	97%	10930968	0	0	80.170769
spneumoniae.S_pseudosimplitigsAC.k_21.d_5	spneumoniae	pseudosimplitigsAC	21	5	92.04	6.15	83.89	97%	10928028	0	0	92.046119
spneumoniae.S_streaming.k_21.d_na	spneumoniae	streaming	21	na	2.30	0.04	2.21	98%	95768	0	0	2.304623
spneumoniae-pangenome.S_greedy.k_2.d_na	spneumoniae-pangenome	greedy	2	na	0.34	0.00	0.34	99%	3368	0	0	0.352075
spneumoniae-pangenome.S_greedyAC.k_2.d_na	spneumoniae-pangenome	greedyAC	2	na	0.67	0.03	0.48	76%	36212	0	0	0.6833
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_1	spneumoniae-pangenome	pseudosimplitigs	2	1	0.65	0.01	0.47	75%	36196	0	0	0.659025
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_2	spneumoniae-pangenome	pseudosimplitigs	2	2	0.67	0.01	0.47	73%	36204	0	0	0.681713
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_3	spneumoniae-pangenome	pseudosimplitigs	2	3	0.75	0.02	0.54	75%	36192	0	0	0.76045
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_4	spneumoniae-pangenome	pseudosimplitigs	2	4	0.66	0.03	0.46	75%	36152	0	0	0.664486
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_5	spneumoniae-pangenome	pseudosimplitigs	2	5	0.97	0.02	0.76	81%	36212	0	0	0.97369
spneumoniae-pangenome.S_pseudosimplitigsAC.k_2.d_1	spneumoniae-pangenome	pseudosimplitigsAC	2	1	0.87	0.02	0.70	84%	36196	0	0	0.875818
spneumoniae-pangenome.S_pseudosimplitigsAC.k_2.d_2	spneumoniae-pangenome	pseudosimplitigsAC	2	2	0.92	0.04	0.66	75%	34724	2696	0	0.93143
spneumoniae-pangenome.S_pseudosimplitigsAC.k_2.d_3	spneumoniae-pangenome	pseudosimplitigsAC	2	3	0.66	0.00	0.48	74%	36224	0	0	0.664953
spneumoniae-pangenome.S_pseudosimplitigsAC.k_2.d_4	spneumoniae-pangenome	pseudosimplitigsAC	2	4	0.90	0.02	0.69	78%	36200	0	0	0.912513
spneumoniae-pangenome.S_pseudosimplitigsAC.k_2.d_5	spneumoniae-pangenome	pseudosimplitigsAC	2	5	0.67	0.02	0.49	75%	36212	0	0	0.68422
spneumoniae-pangenome.S_streaming.k_2.d_na	spneumoniae-pangenome	streaming	2	na	0.87	0.00	0.86	99%	3340	0	0	0.873916
spneumoniae-pangenome.S_greedy.k_3.d_na	spneumoniae-pangenome	greedy	3	na	0.34	0.00	0.33	99%	3352	0	0	0.34668
spneumoniae-pangenome.S_greedyAC.k_3.d_na	spneumoniae-pangenome	greedyAC	3	na	0.82	0.01	0.59	73%	36200	0	0	0.831288
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_1	spneumoniae-pangenome	pseudosimplitigs	3	1	0.69	0.03	0.46	72%	34732	0	0	0.696344
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_2	spneumoniae-pangenome	pseudosimplitigs	3	2	0.71	0.04	0.47	71%	35992	0	0	0.723624
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_3	spneumoniae-pangenome	pseudosimplitigs	3	3	0.74	0.05	0.48	71%	34728	0	0	0.751581
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_4	spneumoniae-pangenome	pseudosimplitigs	3	4	0.64	0.03	0.44	73%	36208	0	0	0.648514
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_5	spneumoniae-pangenome	pseudosimplitigs	3	5	0.77	0.03	0.54	75%	36180	0	0	0.783064
spneumoniae-pangenome.S_pseudosimplitigsAC.k_3.d_1	spneumoniae-pangenome	pseudosimplitigsAC	3	1	0.92	0.02	0.68	75%	36200	0	0	0.934484
spneumoniae-pangenome.S_pseudosimplitigsAC.k_3.d_2	spneumoniae-pangenome	pseudosimplitigsAC	3	2	0.87	0.05	0.59	73%	36192	0	0	0.878971
spneumoniae-pangenome.S_pseudosimplitigsAC.k_3.d_3	spneumoniae-pangenome	pseudosimplitigsAC	3	3	0.84	0.02	0.62	77%	36192	0	0	0.84993
spneumoniae-pangenome.S_pseudosimplitigsAC.k_3.d_4	spneumoniae-pangenome	pseudosimplitigsAC	3	4	0.64	0.03	0.45	74%	36224	0	0	0.650667
spneumoniae-pangenome.S_pseudosimplitigsAC.k_3.d_5	spneumoniae-pangenome	pseudosimplitigsAC	3	5	0.92	0.02	0.70	77%	36204	0	0	0.932597
spneumoniae-pangenome.S_streaming.k_3.d_na	spneumoniae-pangenome	streaming	3	na	0.82	0.00	0.81	99%	3316	0	0	0.828061
spneumoniae-pangenome.S_greedy.k_4.d_na	spneumoniae-pangenome	greedy	4	na	0.32	0.00	0.31	98%	3344	0	0	0.329888
spneumoniae-pangenome.S_greedyAC.k_4.d_na	spneumoniae-pangenome	greedyAC	4	na	1.00	0.02	0.74	77%	34728	0	0	1.007689
spneumoniae-pangenome.S_pseudosimplitigs.k_4.d_1	spneumoniae-pangenome	pseudosimplitigs	4	1	0.92	0.03	0.66	75%	34704	0	0	0.933926
spneumoniae-pangenome.S_pseudosimplitigs.k_4.d_2	spneumoniae-pangenome	pseudosimplitigs	4	2	0.83	0.02	0.59	74%	36192	0	0	0.835581
spneumoniae-pangenome.S_pseudosimplitigs.k_4.d_3	spneumoniae-pangenome	pseudosimplitigs	4	3	0.78	0.03	0.57	78%	36208	0	0	0.784564
spneumoniae-pangenome.S_pseudosimplitigs.k_4.d_4	spneumoniae-pangenome	pseudosimplitigs	4	4	0.81	0.04	0.58	78%	34704	0	0	0.813555
spneumoniae-pangenome.S_pseudosimplitigs.k_4.d_5	spneumoniae-pangenome	pseudosimplitigs	4	5	0.93	0.02	0.71	79%	36152	0	0	0.938025
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_1	spneumoniae-pangenome	pseudosimplitigsAC	4	1	0.75	0.01	0.58	79%	36212	440	0	0.756
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_2	spneumoniae-pangenome	pseudosimplitigsAC	4	2	0.82	0.02	0.61	77%	36192	0	0	0.825389
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_3	spneumoniae-pangenome	pseudosimplitigsAC	4	3	0.83	0.03	0.57	73%	36196	0	0	0.839223
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_4	spneumoniae-pangenome	pseudosimplitigsAC	4	4	0.81	0.02	0.61	78%	36216	0	0	0.821471
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_5	spneumoniae-pangenome	pseudosimplitigsAC	4	5	0.85	0.03	0.61	76%	34704	0	0	0.85496
spneumoniae-pangenome.S_streaming.k_4.d_na	spneumoniae-pangenome	streaming	4	na	0.79	0.00	0.78	99%	3288	0	0	0.79294
spneumoniae-pangenome.S_greedy.k_5.d_na	spneumoniae-pangenome	greedy	5	na	0.51	0.02	0.48	99%	3412	0	0	0.514891
spneumoniae-pangenome.S_greedyAC.k_5.d_na	spneumoniae-pangenome	greedyAC	5	na	0.81	0.03	0.61	80%	34752	0	0	0.81649
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_1	spneumoniae-pangenome	pseudosimplitigs	5	1	0.76	0.02	0.58	79%	36204	0	0	0.773051
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_2	spneumoniae-pangenome	pseudosimplitigs	5	2	0.81	0.02	0.59	75%	36212	0	0	0.818964
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_3	spneumoniae-pangenome	pseudosimplitigs	5	3	0.75	0.01	0.59	80%	36212	0	0	0.764305
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_4	spneumoniae-pangenome	pseudosimplitigs	5	4	0.84	0.02	0.65	80%	36204	0	0	0.85404
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_5	spneumoniae-pangenome	pseudosimplitigs	5	5	1.11	0.02	0.87	80%	36212	0	0	1.11642
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_1	spneumoniae-pangenome	pseudosimplitigsAC	5	1	0.77	0.02	0.57	77%	36152	0	0	0.778471
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_2	spneumoniae-pangenome	pseudosimplitigsAC	5	2	0.93	0.03	0.70	79%	34728	0	0	0.938791
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_3	spneumoniae-pangenome	pseudosimplitigsAC	5	3	0.88	0.03	0.62	74%	36152	0	0	0.891063
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_4	spneumoniae-pangenome	pseudosimplitigsAC	5	4	0.91	0.02	0.71	81%	36208	0	0	0.915984
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_5	spneumoniae-pangenome	pseudosimplitigsAC	5	5	0.76	0.05	0.55	79%	36216	0	0	0.765394
spneumoniae-pangenome.S_streaming.k_5.d_na	spneumoniae-pangenome	streaming	5	na	1.04	0.01	1.02	99%	3360	0	0	1.045868
spneumoniae-pangenome.S_greedy.k_6.d_na	spneumoniae-pangenome	greedy	6	na	0.63	0.01	0.62	99%	3676	0	0	0.638048
spneumoniae-pangenome.S_greedyAC.k_6.d_na	spneumoniae-pangenome	greedyAC	6	na	0.88	0.03	0.65	77%	34684	256	0	0.890472
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_1	spneumoniae-pangenome	pseudosimplitigs	6	1	0.86	0.01	0.68	81%	36176	0	0	0.869497
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_2	spneumoniae-pangenome	pseudosimplitigs	6	2	1.24	0.04	0.94	79%	34728	664	0	1.25337
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_3	spneumoniae-pangenome	pseudosimplitigs	6	3	1.21	0.03	0.96	82%	36152	0	0	1.214331
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_4	spneumoniae-pangenome	pseudosimplitigs	6	4	0.86	0.02	0.65	78%	36208	0	0	0.871079
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_5	spneumoniae-pangenome	pseudosimplitigs	6	5	0.87	0.02	0.65	77%	34888	0	0	0.884029
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_1	spneumoniae-pangenome	pseudosimplitigsAC	6	1	0.88	0.02	0.71	83%	36212	0	0	0.885526
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_2	spneumoniae-pangenome	pseudosimplitigsAC	6	2	0.91	0.02	0.69	78%	36224	0	0	0.915132
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_3	spneumoniae-pangenome	pseudosimplitigsAC	6	3	0.84	0.00	0.68	81%	36204	0	0	0.845323
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4	spneumoniae-pangenome	pseudosimplitigsAC	6	4	0.95	0.01	0.77	82%	36216	0	0	0.964948
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome	pseudosimplitigsAC	6	5	0.89	0.04	0.71	83%	36196	0	0	0.903428
spneumoniae-pangenome.S_streaming.k_6.d_na	spneumoniae-pangenome	streaming	6	na	1.20	0.00	1.19	99%	3384	0	0	1.209244
spneumoniae-pangenome.S_greedy.k_7.d_na	spneumoniae-pangenome	greedy	7	na	0.70	0.02	0.66	97%	4780	0	0	0.708205
spneumoniae-pangenome.S_greedyAC.k_7.d_na	spneumoniae-pangenome	greedyAC	7	na	1.48	0.03	1.24	85%	39608	0	0	1.494287
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome	pseudosimplitigs	7	1	1.41	0.03	1.17	85%	36204	0	0	1.418992
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome	pseudosimplitigs	7	2	1.03	0.02	0.85	84%	34880	0	0	1.039044
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome	pseudosimplitigs	7	3	1.45	0.02	1.19	84%	36180	0	0	1.457176
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome	pseudosimplitigs	7	4	1.06	0.02	0.87	85%	36212	0	0	1.064577
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome	pseudosimplitigs	7	5	1.06	0.02	0.87	84%	34724	0	0	1.064623
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome	pseudosimplitigsAC	7	1	1.10	0.04	0.87	83%	42876	568	0	1.105898
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome	pseudosimplitigsAC	7	2	1.16	0.03	0.94	84%	42852	0	0	1.165595
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome	pseudosimplitigsAC	7	3	1.40	0.04	1.16	85%	44612	0	0	1.411812
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome	pseudosimplitigsAC	7	4	1.15	0.02	0.93	83%	44624	0	0	1.155252
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome	pseudosimplitigsAC	7	5	1.09	0.02	0.90	85%	44624	0	0	1.093384
spneumoniae-pangenome.S_streaming.k_7.d_na	spneumoniae-pangenome	streaming	7	na	1.32	0.00	1.31	99%	3648	0	0	1.323418
spneumoniae-pangenome.S_greedy.k_8.d_na	spneumoniae-pangenome	greedy	8	na	0.80	0.01	0.78	99%	11140	0	0	0.805393
spneumoniae-pangenome.S_greedyAC.k_8.d_na	spneumoniae-pangenome	greedyAC	8	na	1.65	0.04	1.43	89%	69116	0	0	1.663425
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome	pseudosimplitigs	8	1	1.04	0.03	0.81	81%	38548	0	0	1.047131
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome	pseudosimplitigs	8	2	0.99	0.02	0.81	84%	38516	0	0	0.997481
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome	pseudosimplitigs	8	3	1.04	0.02	0.84	82%	38548	0	0	1.049447
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome	pseudosimplitigs	8	4	1.19	0.03	0.94	81%	38516	0	0	1.197592
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome	pseudosimplitigs	8	5	1.00	0.03	0.81	84%	38492	0	0	1.005212
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_1	spneumoniae-pangenome	pseudosimplitigsAC	8	1	1.20	0.04	0.99	86%	90092	0	0	1.206788
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_2	spneumoniae-pangenome	pseudosimplitigsAC	8	2	2.63	0.07	2.35	92%	88664	0	0	2.636138
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3	spneumoniae-pangenome	pseudosimplitigsAC	8	3	1.45	0.06	1.19	86%	90072	0	0	1.463733
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome	pseudosimplitigsAC	8	4	1.85	0.07	1.53	86%	90088	0	0	1.861967
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome	pseudosimplitigsAC	8	5	1.33	0.04	1.11	86%	90080	0	0	1.335649
spneumoniae-pangenome.S_streaming.k_8.d_na	spneumoniae-pangenome	streaming	8	na	1.65	0.00	1.62	98%	4388	0	0	1.655446
spneumoniae-pangenome.S_greedy.k_9.d_na	spneumoniae-pangenome	greedy	9	na	0.96	0.01	0.90	95%	31520	0	0	0.971731
spneumoniae-pangenome.S_greedyAC.k_9.d_na	spneumoniae-pangenome	greedyAC	9	na	5.02	0.11	4.66	95%	178576	0	0	5.027529
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome	pseudosimplitigs	9	1	1.86	0.03	1.61	88%	59868	0	0	1.869688
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome	pseudosimplitigs	9	2	2.58	0.03	2.30	90%	59836	248	0	2.592366
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome	pseudosimplitigs	9	3	2.71	0.06	2.45	92%	59844	872	0	2.723036
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome	pseudosimplitigs	9	4	2.62	0.04	2.34	90%	59836	0	0	2.624826
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome	pseudosimplitigs	9	5	4.26	0.11	3.85	93%	58364	0	0	4.2648
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome	pseudosimplitigsAC	9	1	6.11	0.21	5.65	96%	274400	0	0	6.121679
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome	pseudosimplitigsAC	9	2	4.89	0.15	4.52	95%	274568	0	0	4.895875
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome	pseudosimplitigsAC	9	3	3.84	0.09	3.53	94%	274380	0	0	3.844929
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome	pseudosimplitigsAC	9	4	5.72	0.16	5.32	95%	273056	0	0	5.725592
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome	pseudosimplitigsAC	9	5	4.73	0.14	4.31	94%	274620	9752	0	4.747903
spneumoniae-pangenome.S_streaming.k_9.d_na	spneumoniae-pangenome	streaming	9	na	1.80	0.00	1.80	99%	8496	0	0	1.813605
spneumoniae-pangenome.S_greedy.k_10.d_na	spneumoniae-pangenome	greedy	10	na	2.72	0.03	2.37	88%	107416	0	0	2.725679
spneumoniae-pangenome.S_greedyAC.k_10.d_na	spneumoniae-pangenome	greedyAC	10	na	9.78	0.22	9.08	95%	632268	0	0	9.787309
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_1	spneumoniae-pangenome	pseudosimplitigs	10	1	5.25	0.06	4.65	89%	138784	0	0	5.257763
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_2	spneumoniae-pangenome	pseudosimplitigs	10	2	12.13	2.63	6.52	75%	136236	10176	0	12.14168
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_3	spneumoniae-pangenome	pseudosimplitigs	10	3	6.55	0.07	5.86	90%	138708	0	0	6.557193
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_4	spneumoniae-pangenome	pseudosimplitigs	10	4	9.82	0.09	9.09	93%	138652	0	0	9.82942
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_5	spneumoniae-pangenome	pseudosimplitigs	10	5	9.35	0.09	8.63	93%	138856	544	0	9.358596
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_1	spneumoniae-pangenome	pseudosimplitigsAC	10	1	10.56	0.33	9.66	94%	1051360	0	0	10.568557
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_2	spneumoniae-pangenome	pseudosimplitigsAC	10	2	13.17	0.43	12.22	96%	1050388	0	0	13.176816
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_3	spneumoniae-pangenome	pseudosimplitigsAC	10	3	15.82	0.78	14.50	96%	1049520	0	0	15.831965
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_4	spneumoniae-pangenome	pseudosimplitigsAC	10	4	15.30	0.63	14.09	96%	1051584	0	0	15.310898
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_5	spneumoniae-pangenome	pseudosimplitigsAC	10	5	15.20	0.46	14.15	96%	1055328	0	0	15.20464
spneumoniae-pangenome.S_streaming.k_10.d_na	spneumoniae-pangenome	streaming	10	na	4.42	0.01	4.32	98%	24296	0	0	4.427064
spneumoniae-pangenome.S_greedy.k_11.d_na	spneumoniae-pangenome	greedy	11	na	10.70	0.16	9.46	89%	366008	0	0	10.703457
spneumoniae-pangenome.S_greedyAC.k_11.d_na	spneumoniae-pangenome	greedyAC	11	na	46.96	13.89	27.96	89%	1997588	40016	0	46.970692
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_1	spneumoniae-pangenome	pseudosimplitigs	11	1	15.33	0.30	13.19	88%	347060	0	0	15.340253
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2	spneumoniae-pangenome	pseudosimplitigs	11	2	18.52	0.76	12.68	72%	345652	3944	0	18.526253
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3	spneumoniae-pangenome	pseudosimplitigs	11	3	21.47	1.39	18.27	91%	346984	9808	0	21.475331
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4	spneumoniae-pangenome	pseudosimplitigs	11	4	37.66	4.06	27.06	82%	343484	7552	0	37.667658
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5	spneumoniae-pangenome	pseudosimplitigs	11	5	49.26	12.82	30.40	87%	345436	23880	0	49.2698
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_1	spneumoniae-pangenome	pseudosimplitigsAC	11	1	38.43	1.36	35.46	95%	3429352	0	0	38.43557
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_2	spneumoniae-pangenome	pseudosimplitigsAC	11	2	51.64	6.31	39.86	89%	3423724	9744	0	51.652264
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_3	spneumoniae-pangenome	pseudosimplitigsAC	11	3	61.23	7.31	46.66	88%	3424076	13264	0	61.238657
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_4	spneumoniae-pangenome	pseudosimplitigsAC	11	4	52.12	3.33	42.94	88%	3481120	8040	0	52.124612
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_5	spneumoniae-pangenome	pseudosimplitigsAC	11	5	45.66	1.35	42.90	96%	3510516	0	0	45.66433
spneumoniae-pangenome.S_streaming.k_11.d_na	spneumoniae-pangenome	streaming	11	na	7.18	0.04	7.10	99%	82472	192	0	7.191656
spneumoniae-pangenome.S_greedy.k_12.d_na	spneumoniae-pangenome	greedy	12	na	19.88	0.62	16.87	87%	808404	0	0	19.890358
spneumoniae-pangenome.S_greedyAC.k_12.d_na	spneumoniae-pangenome	greedyAC	12	na	90.49	11.21	70.58	90%	4554652	4800	0	90.503201
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1	spneumoniae-pangenome	pseudosimplitigs	12	1	37.90	4.32	24.68	76%	663500	6784	0	37.910588
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2	spneumoniae-pangenome	pseudosimplitigs	12	2	41.50	13.01	20.33	80%	657504	29136	0	41.508252
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3	spneumoniae-pangenome	pseudosimplitigs	12	3	25.64	0.38	21.80	86%	651624	0	0	25.651572
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4	spneumoniae-pangenome	pseudosimplitigs	12	4	30.21	0.69	26.18	88%	681444	0	0	30.219687
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5	spneumoniae-pangenome	pseudosimplitigs	12	5	28.58	0.57	24.84	88%	858064	0	0	28.586921
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_1	spneumoniae-pangenome	pseudosimplitigsAC	12	1	106.15	8.45	86.44	89%	7907812	16528	0	106.155816
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome	pseudosimplitigsAC	12	2	152.09	26.99	106.15	87%	7899656	29592	0	152.095056
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome	pseudosimplitigsAC	12	3	120.02	19.32	88.16	89%	7892748	25120	0	120.029886
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome	pseudosimplitigsAC	12	4	133.86	9.53	115.32	93%	7893984	31048	0	133.867306
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome	pseudosimplitigsAC	12	5	175.97	26.95	129.07	88%	8579092	74576	0	175.975557
spneumoniae-pangenome.S_streaming.k_12.d_na	spneumoniae-pangenome	streaming	12	na	8.18	0.12	7.91	98%	164344	0	0	8.188765
spneumoniae-pangenome.S_greedy.k_13.d_na	spneumoniae-pangenome	greedy	13	na	40.03	4.64	26.84	78%	1420820	11032	0	40.041862
spneumoniae-pangenome.S_greedyAC.k_13.d_na	spneumoniae-pangenome	greedyAC	13	na	152.50	30.58	106.21	89%	7579460	57552	0	152.508182
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome	pseudosimplitigs	13	1	38.93	0.53	29.02	75%	984028	0	0	38.932857
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome	pseudosimplitigs	13	2	49.81	6.58	34.58	82%	984008	15760	0	49.822845
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome	pseudosimplitigs	13	3	36.32	0.58	30.27	84%	984020	0	0	36.325501
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome	pseudosimplitigs	13	4	51.41	4.83	37.20	81%	991396	13472	0	51.418398
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome	pseudosimplitigs	13	5	138.03	23.91	100.73	90%	999588	45960	0	138.040183
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome	pseudosimplitigsAC	13	1	171.19	16.22	141.81	92%	12865880	17056	0	171.199882
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome	pseudosimplitigsAC	13	2	164.80	12.96	140.71	93%	12859484	10184	0	164.810466
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome	pseudosimplitigsAC	13	3	195.30	28.08	150.57	91%	12851928	33416	0	195.304938
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome	pseudosimplitigsAC	13	4	178.83	18.06	143.79	90%	12922948	23168	0	178.842105
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome	pseudosimplitigsAC	13	5	191.19	15.90	163.85	94%	12925212	45088	0	191.197668
spneumoniae-pangenome.S_streaming.k_13.d_na	spneumoniae-pangenome	streaming	13	na	10.06	0.18	9.65	97%	207136	2280	0	10.066182
spneumoniae-pangenome.S_greedy.k_14.d_na	spneumoniae-pangenome	greedy	14	na	58.41	5.16	41.96	80%	1701400	12304	0	58.415343
spneumoniae-pangenome.S_greedyAC.k_14.d_na	spneumoniae-pangenome	greedyAC	14	na	146.66	9.24	118.93	87%	10083692	31584	0	146.674249
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1	spneumoniae-pangenome	pseudosimplitigs	14	1	45.68	1.32	37.58	85%	1188624	0	0	45.686775
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2	spneumoniae-pangenome	pseudosimplitigs	14	2	54.73	5.03	37.48	77%	1186320	22560	0	54.734864
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3	spneumoniae-pangenome	pseudosimplitigs	14	3	51.27	3.72	34.99	75%	1188316	20488	0	51.283302
